User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U14379,39,Male,Freelancer,iOS,6.5,3.2,4,7.6,1,90,1,7.5
U14380,35,Male,Student,Android,8.8,7.9,1,5.2,1,98,0,9.7
U14381,43,Female,Freelancer,iOS,8.3,6.2,3,5.1,1,116,0,8.3
U14382,30,Male,Student,Android,7.0,4.0,3,7.6,1,93,4,8.2
U14383,26,Male,Professional,Android,5.6,2.7,3,7.1,1,46,0,7.4
U14384,44,Male,Freelancer,Android,5.2,3.1,2,6.5,1,72,1,6.4
U14385,43,Female,Student,iOS,6.7,3.5,1,5.3,1,74,2,8.7
U14386,39,Male,Freelancer,Android,8.0,5.6,1,5.6,4,67,2,10.6
U14387,44,Male,Professional,Android,3.6,2.1,2,5.6,1,48,4,5.4
U14388,23,Female,Freelancer,iOS,8.3,3.6,1,5.8,4,108,3,10.8
U14389,20,Female,Freelancer,iOS,6.6,2.9,3,6.5,1,59,2,9.5
U14390,35,Male,Student,iOS,7.7,5.8,2,6.6,1,115,4,8.1
U14391,56,Female,Professional,Android,3.5,2.7,2,6.8,1,49,3,3.5
U14392,45,Female,Freelancer,iOS,7.9,6.0,1,6.4,1,67,1,10.1
U14393,21,Male,Student,Android,5.5,4.2,3,6.4,1,49,1,6.9
U14394,54,Female,Student,iOS,7.1,5.6,3,7.3,1,97,3,9.3
U14395,36,Female,Freelancer,iOS,8.9,4.3,4,7.9,1,113,3,10.8
U14396,59,Male,Student,iOS,4.2,3.7,4,7.3,1,45,4,5.5
U14397,19,Female,Freelancer,Android,6.8,5.8,4,7.6,1,88,0,8.5
U14398,22,Female,Professional,iOS,6.4,4.0,4,7.5,1,57,0,9.1
U14399,49,Male,Freelancer,iOS,7.2,3.6,3,7.1,1,65,0,8.7
U14400,49,Male,Freelancer,iOS,8.4,4.9,4,7.2,1,112,0,9.4
U14401,29,Female,Student,iOS,7.6,5.3,2,5.5,1,63,4,10.4
U14402,36,Male,Freelancer,Android,5.4,2.7,4,7.0,1,65,3,5.6
U14403,32,Female,Professional,Android,3.2,2.8,3,7.1,1,47,1,5.1
U14404,49,Female,Professional,Android,6.0,4.8,3,6.3,1,67,4,6.3
U14405,41,Male,Student,iOS,5.3,3.6,4,7.6,1,58,1,7.0
U14406,18,Female,Student,iOS,8.3,6.3,1,5.1,1,120,1,8.5
U14407,30,Male,Student,Android,9.5,7.2,1,6.4,1,138,2,11.9
U14408,43,Male,Student,Android,6.5,4.9,2,6.3,1,85,3,8.3
U14409,56,Female,Student,iOS,9.5,5.9,2,5.7,2,80,0,12.0
U14410,42,Male,Student,iOS,5.7,3.1,1,5.1,2,52,2,7.4
U14411,42,Female,Student,Android,8.6,4.2,2,5.4,2,111,3,10.8
U14412,41,Female,Professional,Android,3.9,2.3,4,6.9,1,47,1,5.7
U14413,55,Male,Freelancer,iOS,5.4,3.1,3,7.1,1,72,0,5.5
U14414,19,Male,Freelancer,Android,7.4,3.6,2,6.1,1,91,2,8.9
U14415,33,Female,Freelancer,Android,4.4,2.5,3,5.7,1,50,2,4.7
U14416,36,Male,Freelancer,iOS,4.8,2.4,4,7.6,1,46,0,7.6
U14417,53,Male,Freelancer,Android,3.2,2.9,3,5.6,1,27,0,3.6
U14418,45,Female,Student,Android,6.2,5.6,3,6.5,1,55,0,8.7
U14419,50,Female,Student,iOS,6.2,4.2,3,6.9,1,58,3,9.0
U14420,47,Female,Student,Android,9.0,5.6,2,7.0,1,89,0,11.2
U14421,31,Male,Student,iOS,6.4,4.2,2,5.7,1,55,2,7.1
U14422,42,Male,Freelancer,Android,7.6,3.3,1,7.1,3,87,4,9.3
U14423,27,Female,Freelancer,Android,8.4,6.4,3,7.2,2,108,3,9.4
U14424,45,Female,Student,iOS,8.0,3.3,1,6.0,1,96,2,10.3
U14425,38,Female,Professional,iOS,2.8,1.6,3,6.8,1,30,0,5.7
U14426,20,Female,Freelancer,iOS,5.0,4.0,3,6.7,1,46,3,5.4
U14427,56,Male,Professional,Android,2.3,2.0,3,5.2,1,23,4,3.4
U14428,31,Male,Student,Android,7.6,5.6,1,7.5,1,89,0,8.4
U14429,46,Female,Student,Android,6.0,4.7,1,5.4,1,59,2,7.0
U14430,40,Male,Student,Android,7.1,5.3,2,6.5,1,100,1,7.6
U14431,49,Male,Freelancer,iOS,6.3,2.7,4,7.8,1,90,2,8.8
U14432,21,Female,Student,iOS,5.6,3.0,2,5.2,1,68,0,5.8
U14433,50,Male,Professional,iOS,2.6,2.2,2,5.4,1,27,0,2.9
U14434,42,Female,Student,iOS,5.3,3.3,4,7.4,1,57,1,7.3
U14435,18,Male,Professional,iOS,2.0,0.9,4,6.8,1,16,0,2.7
U14436,48,Female,Freelancer,iOS,4.4,3.2,2,5.3,1,38,4,5.5
U14437,55,Female,Professional,iOS,5.1,2.7,4,7.2,1,71,1,7.5
U14438,26,Female,Professional,Android,5.1,2.2,3,6.4,1,63,4,6.6
U14439,57,Female,Student,Android,4.5,3.9,3,5.8,1,39,2,7.0
U14440,27,Female,Freelancer,Android,7.6,5.2,2,7.8,1,96,3,8.3
U14441,33,Female,Professional,iOS,2.3,1.1,4,6.7,1,27,1,3.1
U14442,37,Male,Freelancer,Android,3.2,1.4,4,7.8,1,29,1,5.9
U14443,52,Female,Student,iOS,7.1,3.2,1,5.8,1,98,0,9.9
U14444,53,Male,Professional,iOS,3.9,2.5,4,6.9,1,33,0,4.7
U14445,36,Female,Professional,iOS,3.7,2.6,2,5.2,1,48,4,6.5
U14446,25,Male,Freelancer,iOS,6.5,4.4,3,6.3,1,51,4,8.2
U14447,46,Male,Professional,Android,6.8,5.8,1,5.6,1,54,0,7.1
U14448,44,Male,Professional,Android,5.7,4.5,2,5.3,1,55,0,8.3
U14449,58,Female,Student,Android,6.3,5.6,3,6.8,1,63,1,6.7
U14450,36,Male,Student,iOS,8.5,3.7,1,5.2,3,86,4,9.0
U14451,27,Female,Professional,Android,6.6,4.0,2,5.5,1,53,2,9.1
U14452,50,Female,Student,iOS,8.7,5.1,4,7.8,1,105,3,8.7
U14453,53,Male,Student,Android,9.6,4.1,2,5.2,1,92,0,10.8
U14454,21,Female,Professional,iOS,6.8,5.2,2,5.5,1,63,0,8.9
U14455,43,Female,Student,iOS,7.8,6.1,2,7.3,1,72,0,9.4
U14456,38,Female,Freelancer,Android,4.6,2.1,2,5.4,1,40,1,6.2
U14457,56,Male,Freelancer,Android,3.8,3.1,4,7.5,1,46,2,3.8
U14458,52,Female,Professional,Android,4.1,1.8,4,6.9,1,55,2,5.7
U14459,30,Male,Student,iOS,5.1,2.3,4,7.2,1,70,1,6.4
U14460,32,Male,Student,Android,6.2,4.1,3,6.8,1,82,2,8.4
U14461,21,Male,Professional,Android,6.1,4.0,2,6.4,1,50,4,7.0
U14462,32,Male,Freelancer,Android,8.2,5.2,3,6.6,1,80,0,9.0
U14463,58,Male,Freelancer,Android,8.4,4.8,1,6.5,1,124,0,9.3
U14464,18,Male,Freelancer,iOS,6.3,3.8,3,6.5,1,71,4,6.4
U14465,31,Female,Freelancer,iOS,5.6,4.5,5,7.1,1,51,1,6.9
U14466,47,Male,Freelancer,iOS,3.3,2.9,3,7.8,1,42,1,5.9
U14467,32,Male,Professional,Android,5.1,4.3,2,6.8,1,46,4,5.5
U14468,38,Male,Professional,iOS,2.2,1.0,3,6.4,1,20,4,4.4
U14469,45,Male,Freelancer,Android,5.4,3.4,2,7.7,1,62,1,7.4
U14470,42,Female,Freelancer,iOS,6.1,3.9,4,7.3,1,51,4,8.3
U14471,29,Female,Freelancer,Android,6.6,3.5,2,6.6,1,71,3,8.0
U14472,39,Female,Student,Android,8.5,5.0,4,7.4,1,83,4,10.6
U14473,20,Male,Student,iOS,4.9,2.3,4,7.0,1,47,1,6.7
U14474,38,Male,Freelancer,iOS,4.6,3.3,3,6.8,1,46,0,4.8
U14475,39,Female,Student,iOS,8.8,7.1,1,7.6,1,131,2,11.1
U14476,58,Female,Student,iOS,5.3,2.4,4,7.7,1,56,4,5.9
U14477,57,Male,Freelancer,Android,7.5,6.3,1,6.7,2,105,3,7.5
U14478,23,Female,Freelancer,Android,3.2,2.6,4,8.0,1,35,3,5.3
U14479,35,Female,Professional,iOS,3.0,2.2,3,6.9,1,27,3,4.7
U14480,36,Male,Professional,iOS,4.9,3.3,4,6.1,1,46,0,7.1
U14481,33,Female,Student,Android,5.0,4.4,4,6.5,1,42,1,5.8
U14482,44,Male,Freelancer,iOS,6.2,2.5,5,6.2,1,51,4,7.8
U14483,56,Female,Professional,iOS,6.0,5.0,1,5.1,1,57,2,7.0
U14484,21,Female,Freelancer,Android,7.7,3.6,3,6.1,1,106,2,9.5
U14485,55,Female,Professional,Android,2.3,2.0,3,5.3,1,30,1,4.0
U14486,24,Female,Freelancer,iOS,7.2,3.6,2,5.7,1,60,1,9.0
U14487,23,Male,Student,iOS,7.8,3.4,1,5.4,2,108,4,8.3
U14488,22,Female,Freelancer,iOS,7.8,3.8,2,6.6,1,81,3,8.6
U14489,37,Female,Freelancer,iOS,3.5,2.5,4,7.8,1,44,0,3.6
U14490,53,Female,Professional,Android,5.2,4.6,1,6.0,1,66,4,7.0
U14491,38,Female,Student,Android,5.4,3.9,1,5.2,1,73,4,7.0
U14492,44,Male,Student,iOS,5.3,4.8,1,5.0,1,70,2,6.8
U14493,57,Female,Professional,Android,2.6,2.1,2,5.4,1,26,4,3.2
U14494,28,Female,Professional,Android,5.1,2.5,4,7.4,1,51,1,5.9
U14495,35,Male,Student,iOS,8.9,5.0,3,6.9,1,115,3,11.4
U14496,47,Female,Professional,Android,3.6,3.2,2,6.1,1,37,3,6.4
U14497,52,Female,Student,Android,7.2,4.0,3,7.2,1,95,3,9.3
U14498,45,Female,Professional,iOS,4.0,3.3,2,5.7,1,44,1,5.2
U14499,26,Male,Freelancer,Android,8.0,5.6,2,5.8,2,105,1,8.8
U14500,21,Male,Freelancer,iOS,4.5,1.8,4,6.7,1,46,3,7.1
U14501,20,Male,Freelancer,iOS,6.0,5.4,2,7.2,1,89,3,7.0
U14502,21,Female,Student,Android,7.1,5.4,3,7.7,1,68,1,8.3
U14503,50,Female,Student,iOS,6.5,5.1,4,7.2,1,71,0,7.3
U14504,41,Female,Freelancer,Android,4.1,2.4,3,6.3,1,54,0,4.8
U14505,51,Male,Professional,iOS,6.5,3.1,1,5.6,1,55,1,6.6
U14506,21,Male,Student,iOS,5.3,3.1,4,7.2,1,65,4,6.6
U14507,26,Male,Student,Android,8.1,4.0,2,5.2,1,92,1,9.9
U14508,20,Male,Student,iOS,6.4,5.6,3,6.9,1,65,4,6.4
U14509,44,Male,Student,Android,7.6,5.2,2,6.7,2,62,3,8.4
U14510,51,Male,Freelancer,Android,3.2,2.0,3,6.4,1,27,3,6.1
U14511,56,Female,Professional,iOS,5.3,4.4,3,6.5,1,76,1,5.9
U14512,44,Male,Freelancer,Android,4.2,2.4,5,7.8,1,36,4,4.2
U14513,37,Female,Freelancer,iOS,4.6,2.3,3,5.1,1,57,0,5.4
U14514,22,Female,Freelancer,iOS,8.0,6.9,1,6.6,1,111,0,10.0
U14515,50,Female,Freelancer,iOS,7.4,6.5,1,5.3,1,60,1,8.2
U14516,42,Female,Freelancer,iOS,8.1,3.7,3,7.3,1,96,3,9.4
U14517,29,Male,Student,Android,6.1,4.7,2,6.7,1,54,3,7.2
U14518,31,Female,Student,Android,6.9,5.6,2,7.1,1,75,3,7.9
U14519,45,Female,Professional,Android,5.5,4.9,3,7.2,1,69,2,8.2
U14520,56,Female,Professional,Android,5.5,2.8,1,5.9,2,74,4,7.2
U14521,46,Male,Freelancer,iOS,8.5,6.2,1,6.6,2,106,2,10.0
U14522,53,Female,Student,iOS,4.4,3.0,4,6.7,1,60,4,6.7
U14523,32,Female,Professional,Android,3.2,2.4,2,5.7,1,40,3,6.2
U14524,24,Female,Freelancer,Android,7.7,4.7,4,7.0,1,65,0,7.9
U14525,32,Female,Professional,iOS,3.6,2.1,3,6.0,1,51,3,5.2
U14526,56,Male,Student,iOS,9.2,8.2,1,5.9,2,86,4,12.1
U14527,58,Male,Student,iOS,8.2,4.1,1,5.3,3,122,4,10.9
U14528,44,Female,Freelancer,Android,5.5,3.3,5,7.9,1,73,1,7.5
U14529,34,Female,Freelancer,Android,3.9,2.9,2,6.6,1,52,3,4.7
U14530,53,Female,Professional,iOS,3.9,2.3,4,6.9,1,53,3,6.2
U14531,51,Female,Freelancer,Android,8.4,7.3,1,6.1,4,106,4,11.2
U14532,52,Female,Student,Android,5.8,4.1,3,5.9,1,62,2,6.3
U14533,53,Male,Student,iOS,8.4,6.0,1,6.0,3,122,3,10.5
U14534,44,Male,Student,Android,4.4,2.6,4,6.2,1,61,3,7.0
U14535,56,Male,Student,Android,9.8,6.2,2,5.4,1,136,0,12.5
U14536,33,Female,Freelancer,iOS,7.1,3.1,2,6.6,1,102,1,10.0
U14537,36,Female,Student,Android,6.9,3.4,2,6.4,1,93,2,9.4
U14538,22,Female,Professional,iOS,4.1,2.0,4,6.9,1,42,4,4.9
U14539,23,Male,Professional,iOS,4.9,4.4,2,5.3,1,48,4,6.0
U14540,42,Male,Freelancer,iOS,5.1,3.9,3,7.8,1,56,0,7.8
U14541,26,Female,Professional,Android,6.1,4.3,3,6.0,1,69,1,7.6
U14542,35,Female,Student,iOS,8.4,5.0,2,5.2,1,68,1,8.9
U14543,26,Male,Student,iOS,8.9,3.7,3,6.1,1,128,2,9.6
U14544,31,Male,Student,iOS,5.5,4.6,2,5.9,1,55,2,5.9
U14545,51,Female,Freelancer,Android,8.9,7.0,2,7.6,2,86,2,11.7
U14546,39,Female,Professional,iOS,3.6,2.1,1,5.7,1,36,3,5.7
U14547,39,Female,Professional,iOS,5.3,3.6,4,6.8,1,68,0,8.1
U14548,48,Male,Student,iOS,8.5,4.3,1,5.8,3,95,4,8.6
U14549,36,Female,Professional,Android,3.8,1.9,3,7.4,1,32,2,6.7
U14550,47,Female,Student,Android,4.3,3.0,3,7.3,1,63,3,4.3
U14551,22,Male,Student,Android,4.6,1.8,3,7.3,1,64,3,5.4
U14552,20,Male,Freelancer,Android,5.4,3.5,1,5.6,1,74,3,7.7
U14553,21,Male,Freelancer,iOS,8.9,6.9,2,6.6,2,99,3,11.0
U14554,44,Female,Student,Android,9.0,3.8,2,6.9,3,85,2,9.5
U14555,29,Female,Professional,Android,4.8,4.1,3,6.0,1,49,2,5.8
U14556,57,Male,Freelancer,iOS,6.5,2.9,2,7.0,1,56,2,8.0
U14557,45,Male,Freelancer,Android,4.3,2.0,4,7.7,1,55,0,6.2
U14558,59,Female,Professional,Android,4.3,2.6,3,7.3,1,52,4,4.6
U14559,29,Female,Freelancer,Android,4.5,2.7,4,7.2,1,40,0,7.0
U14560,32,Male,Professional,Android,2.1,0.9,3,6.7,1,22,1,2.1
U14561,46,Female,Student,iOS,5.4,3.8,4,7.0,1,44,0,7.2
U14562,56,Female,Student,Android,6.3,5.5,2,6.9,1,53,4,7.8
U14563,33,Male,Professional,iOS,2.8,2.0,4,7.1,1,30,4,4.2
U14564,40,Female,Freelancer,iOS,4.1,2.9,4,5.6,1,33,1,4.8
U14565,58,Male,Student,Android,4.4,3.4,2,7.0,1,35,3,5.3
U14566,54,Female,Freelancer,iOS,3.8,2.7,2,5.2,1,34,1,5.4
U14567,35,Male,Professional,iOS,5.9,4.4,1,5.6,1,85,4,7.6
U14568,35,Male,Freelancer,Android,7.2,4.2,3,7.5,1,69,3,8.8
U14569,39,Male,Freelancer,Android,5.7,2.6,3,7.7,1,65,4,6.2
U14570,31,Male,Freelancer,Android,5.3,2.9,3,7.5,1,71,1,5.8
U14571,47,Female,Student,iOS,6.9,5.3,4,7.7,1,59,3,8.2
U14572,20,Female,Professional,iOS,5.2,3.6,3,6.1,1,72,0,6.2
U14573,54,Male,Professional,Android,3.6,2.4,1,5.1,1,41,0,5.1
U14574,34,Male,Professional,Android,5.3,2.2,3,5.6,1,55,0,8.2
U14575,33,Female,Freelancer,iOS,7.9,3.8,4,7.5,1,71,0,8.9
U14576,39,Female,Student,Android,10.0,6.2,1,5.4,2,79,2,11.8
U14577,57,Male,Professional,iOS,4.1,1.9,1,5.2,2,37,4,6.4
U14578,24,Male,Student,iOS,5.1,4.4,1,7.9,1,71,1,6.5
U14579,48,Male,Professional,Android,5.9,3.4,2,5.6,1,76,1,7.6
U14580,58,Female,Freelancer,Android,4.0,2.1,2,7.0,1,42,4,7.0
U14581,20,Male,Professional,iOS,5.6,4.3,1,5.5,1,74,0,6.2
U14582,50,Female,Freelancer,iOS,6.0,4.1,2,5.6,1,74,2,6.6
U14583,41,Male,Freelancer,Android,4.4,3.5,2,5.1,1,65,3,6.1
U14584,39,Male,Professional,iOS,4.8,2.0,3,5.8,1,40,3,6.3
U14585,18,Male,Professional,Android,5.1,3.1,3,6.6,1,73,4,7.3
U14586,19,Female,Student,Android,5.8,2.4,4,7.8,1,61,2,7.8
U14587,55,Female,Student,Android,9.7,6.6,1,5.9,4,106,4,11.1
U14588,56,Female,Freelancer,iOS,4.3,3.3,3,6.2,1,51,0,5.6
U14589,22,Female,Freelancer,Android,8.9,7.7,1,5.2,1,75,1,9.1
U14590,33,Male,Student,iOS,9.9,8.7,2,7.5,1,86,1,12.2
U14591,46,Male,Freelancer,iOS,4.3,3.8,2,5.2,1,45,2,5.6
U14592,47,Female,Freelancer,Android,8.1,6.5,1,6.8,1,102,0,11.1
U14593,44,Male,Freelancer,iOS,8.6,5.2,1,5.2,3,121,2,10.1
U14594,41,Female,Student,Android,8.8,4.0,2,6.5,2,112,3,9.3
U14595,26,Male,Freelancer,iOS,6.9,3.4,2,7.6,1,87,1,7.5
U14596,27,Female,Student,iOS,4.9,4.3,1,5.4,1,40,0,7.0
U14597,39,Male,Professional,iOS,6.6,4.8,2,5.1,1,65,1,7.7
U14598,45,Male,Professional,Android,4.3,2.8,3,6.9,1,62,0,5.6
U14599,41,Male,Student,iOS,9.3,8.4,1,6.4,4,75,4,10.8
U14600,57,Female,Freelancer,iOS,3.7,2.9,2,5.4,1,54,3,6.5
U14601,21,Female,Student,iOS,7.6,5.6,3,7.5,1,85,2,9.7
U14602,27,Male,Professional,iOS,4.4,3.3,3,6.6,1,35,3,4.7
U14603,53,Female,Professional,iOS,5.8,4.7,2,5.1,1,78,1,6.7
U14604,39,Male,Student,Android,8.3,3.9,3,7.2,1,104,1,9.3
U14605,25,Female,Professional,iOS,5.7,2.6,2,5.7,1,70,1,8.4
U14606,59,Female,Freelancer,iOS,5.0,3.8,2,6.2,1,47,4,5.1
U14607,41,Female,Professional,Android,4.0,2.6,4,7.5,1,35,4,5.2
U14608,24,Male,Freelancer,iOS,6.8,2.7,4,7.9,1,60,1,8.8
U14609,25,Female,Professional,Android,3.4,1.5,5,7.4,1,38,4,3.5
U14610,50,Male,Freelancer,iOS,4.5,2.7,5,7.9,1,65,4,6.9
U14611,50,Male,Professional,Android,3.5,2.1,3,5.4,1,39,3,3.9
U14612,49,Female,Freelancer,Android,7.1,5.3,1,6.3,2,69,3,8.5
U14613,29,Male,Student,Android,4.1,2.3,5,7.7,1,50,4,4.1
U14614,49,Female,Freelancer,iOS,7.5,3.2,2,6.3,1,77,4,8.0
U14615,46,Male,Professional,iOS,4.8,3.9,3,6.9,1,45,3,7.8
U14616,18,Male,Student,Android,9.3,4.7,1,5.2,2,131,0,11.2
U14617,59,Male,Freelancer,iOS,9.0,6.1,1,6.6,1,130,1,10.4
U14618,43,Male,Professional,Android,2.8,1.9,3,7.0,1,25,1,4.9
U14619,44,Male,Student,iOS,9.6,7.0,2,5.7,2,104,0,10.6
U14620,40,Male,Freelancer,Android,4.6,2.3,3,6.8,1,39,0,5.0
U14621,38,Male,Student,Android,6.7,4.3,1,6.4,2,96,3,7.2
U14622,19,Female,Student,iOS,9.8,8.2,1,6.5,2,92,4,9.9
U14623,57,Male,Professional,iOS,6.7,3.4,3,7.1,1,79,1,9.6
U14624,58,Male,Professional,iOS,4.0,2.9,4,6.0,1,52,0,6.9
U14625,24,Male,Student,iOS,5.0,2.2,4,7.5,1,43,3,5.6
U14626,27,Male,Professional,Android,5.2,4.2,4,7.3,1,45,4,5.9
U14627,22,Female,Student,iOS,9.0,4.5,2,6.1,1,132,0,11.0
U14628,23,Female,Student,iOS,9.5,7.8,2,6.9,1,81,0,10.1
U14629,49,Male,Professional,iOS,5.5,3.7,2,7.2,1,50,2,8.0
U14630,31,Female,Student,iOS,8.0,6.4,2,7.8,1,98,0,8.6
U14631,33,Female,Freelancer,Android,5.2,2.1,3,5.8,1,44,0,7.3
U14632,39,Female,Professional,iOS,6.8,5.2,2,5.6,1,68,3,7.5
U14633,24,Female,Student,iOS,7.2,3.1,3,5.5,1,96,1,7.6
U14634,32,Male,Student,iOS,7.6,4.0,4,6.0,1,83,3,8.1
U14635,23,Male,Student,Android,5.7,4.1,3,7.4,1,53,0,6.3
U14636,27,Male,Professional,iOS,4.6,2.3,2,6.1,1,48,2,5.1
U14637,50,Male,Professional,Android,4.0,2.2,3,5.4,1,46,1,4.8
U14638,27,Male,Professional,Android,5.2,3.5,4,7.2,1,51,1,6.2
U14639,44,Male,Freelancer,iOS,8.2,6.2,1,5.4,2,120,2,9.2
U14640,20,Female,Freelancer,Android,7.9,4.5,2,6.6,1,107,2,8.6
U14641,18,Female,Freelancer,Android,3.9,2.3,3,7.5,1,58,4,4.8
U14642,58,Female,Student,iOS,6.9,5.9,3,6.1,1,64,0,9.0
U14643,32,Female,Freelancer,iOS,5.8,5.2,2,6.3,1,73,4,6.4
U14644,52,Male,Student,Android,6.7,4.0,3,7.3,1,54,2,8.5
U14645,55,Female,Professional,Android,5.1,4.4,2,6.9,1,66,0,6.2
U14646,20,Female,Professional,Android,5.1,2.6,2,6.0,1,46,0,6.1
U14647,25,Female,Student,iOS,9.8,4.7,2,7.1,2,98,0,11.6
U14648,49,Female,Freelancer,iOS,3.6,2.8,4,6.7,1,44,0,6.1
U14649,34,Male,Freelancer,Android,3.6,1.5,2,5.5,1,39,3,6.6
U14650,22,Male,Student,Android,4.1,3.3,3,7.2,1,34,1,6.2
U14651,29,Male,Freelancer,Android,4.4,3.2,4,7.5,1,42,3,7.1
U14652,43,Male,Professional,iOS,4.2,2.1,4,7.3,1,53,2,6.7
U14653,58,Female,Student,Android,7.3,4.5,1,5.2,2,97,3,7.8
U14654,19,Male,Student,iOS,9.3,7.7,3,7.9,1,96,0,11.3
U14655,57,Male,Student,Android,6.4,2.9,5,6.3,1,60,0,8.3
U14656,52,Female,Professional,Android,2.0,1.3,4,7.3,1,30,0,4.4
U14657,59,Female,Student,iOS,8.6,5.4,1,5.3,2,74,2,9.5
U14658,30,Male,Professional,iOS,6.8,5.5,2,6.8,1,97,1,8.6
U14659,38,Female,Freelancer,Android,3.4,3.0,1,5.5,1,43,2,3.6
U14660,58,Female,Professional,iOS,6.2,2.9,4,7.5,1,51,3,6.5
U14661,38,Female,Student,Android,9.5,7.2,1,5.9,1,136,1,11.9
U14662,46,Female,Professional,Android,4.7,3.2,4,7.2,1,48,1,5.1
U14663,53,Male,Student,iOS,6.8,3.4,1,5.8,2,91,3,8.2
U14664,43,Male,Professional,Android,2.0,1.3,3,6.8,1,20,0,4.4
U14665,46,Male,Student,iOS,6.7,4.3,1,5.2,1,79,0,8.4
U14666,53,Male,Freelancer,Android,3.5,1.8,2,5.1,1,39,4,6.4
U14667,23,Female,Professional,iOS,2.9,2.2,3,6.3,1,39,1,3.4
U14668,29,Male,Professional,Android,3.9,2.5,4,7.2,1,53,2,6.6
U14669,58,Female,Student,iOS,9.8,7.2,1,5.6,2,80,4,10.8
U14670,22,Female,Freelancer,Android,4.3,2.4,2,6.9,1,62,1,6.8
U14671,19,Male,Student,iOS,8.7,7.4,2,7.7,1,116,3,9.9
U14672,44,Female,Freelancer,Android,3.0,1.7,5,5.9,1,44,0,5.9
U14673,24,Female,Student,Android,9.5,7.2,1,5.1,2,124,0,9.8
U14674,32,Female,Student,iOS,8.4,5.6,1,6.2,2,110,4,9.3
U14675,48,Female,Freelancer,iOS,3.9,3.3,3,7.7,1,50,1,6.8
U14676,26,Female,Professional,iOS,6.3,4.2,4,7.4,1,73,3,6.6
U14677,43,Female,Student,iOS,7.1,5.1,1,6.4,1,90,4,8.2
U14678,22,Female,Student,Android,4.1,3.4,1,5.5,1,53,1,4.5
U14679,36,Female,Professional,Android,4.8,4.1,3,6.5,1,66,3,7.1
U14680,38,Male,Freelancer,iOS,7.1,5.6,3,7.3,2,58,4,9.4
U14681,44,Male,Freelancer,iOS,5.6,2.6,3,5.2,1,81,0,8.5
U14682,38,Male,Student,iOS,6.4,3.5,4,6.4,1,94,1,7.3
U14683,47,Male,Professional,iOS,6.8,4.0,2,5.4,1,100,2,8.2
U14684,42,Female,Professional,Android,5.9,4.8,2,7.4,1,80,3,6.6
U14685,38,Female,Professional,Android,4.0,2.5,4,6.6,1,54,1,6.1
U14686,23,Male,Freelancer,Android,3.8,1.9,4,6.6,1,46,1,6.3
U14687,26,Male,Professional,Android,6.9,4.4,3,7.2,1,77,3,7.5
U14688,23,Female,Freelancer,Android,4.0,2.5,3,6.5,1,59,3,6.0
U14689,31,Female,Professional,iOS,2.6,2.2,3,6.6,1,21,3,3.8
U14690,20,Female,Freelancer,Android,3.4,1.6,3,5.1,1,45,1,6.4
U14691,43,Female,Professional,iOS,3.3,2.4,1,5.3,1,50,3,4.2
U14692,34,Female,Professional,Android,6.6,2.9,2,7.1,1,57,4,8.4
U14693,48,Male,Student,iOS,5.3,2.2,3,5.7,1,70,1,7.9
U14694,55,Male,Student,Android,6.4,3.5,4,7.8,1,79,3,9.4
U14695,32,Male,Professional,iOS,3.6,2.2,3,5.5,1,42,2,6.6
U14696,42,Male,Student,Android,4.4,3.1,3,6.0,1,48,3,4.7
U14697,22,Female,Professional,Android,6.9,5.8,1,5.4,1,83,1,9.1
U14698,58,Male,Professional,Android,4.7,3.9,4,7.5,1,44,3,6.0
U14699,37,Female,Student,iOS,6.0,5.0,3,7.9,1,83,2,6.4
U14700,30,Male,Student,iOS,5.1,4.6,1,5.0,1,44,0,7.7
U14701,25,Male,Freelancer,iOS,3.5,2.1,4,6.5,1,34,2,3.8
U14702,43,Female,Professional,Android,2.2,1.0,3,5.6,1,21,1,3.0
U14703,51,Male,Student,iOS,8.6,4.6,2,7.4,1,85,1,10.7
U14704,55,Female,Freelancer,Android,5.9,3.0,4,6.9,1,69,0,6.9
U14705,34,Male,Student,Android,5.6,2.6,3,8.0,1,60,3,7.5
U14706,24,Male,Freelancer,Android,4.8,2.3,1,5.1,1,49,3,6.8
U14707,59,Female,Student,iOS,5.5,4.0,1,5.4,2,77,3,5.7
U14708,56,Female,Freelancer,Android,4.6,3.5,3,7.1,1,56,4,6.1
U14709,18,Male,Student,iOS,8.1,4.7,3,7.8,1,103,3,10.7
U14710,34,Male,Professional,iOS,2.9,1.8,2,5.6,1,39,2,3.8
U14711,59,Female,Professional,iOS,2.6,2.0,4,6.1,1,27,4,3.7
U14712,27,Male,Freelancer,iOS,5.3,3.7,1,6.0,1,52,1,8.0
U14713,21,Male,Freelancer,iOS,6.8,3.6,3,6.1,1,93,4,6.8
U14714,47,Female,Professional,iOS,4.4,2.7,3,6.4,1,52,3,6.6
U14715,33,Male,Freelancer,iOS,8.6,4.3,3,7.6,1,117,3,11.1
U14716,59,Male,Professional,Android,3.3,1.9,3,6.6,1,44,2,5.5
U14717,54,Male,Student,Android,9.1,5.0,1,5.6,1,129,0,9.2
U14718,56,Male,Student,iOS,6.4,3.2,3,6.1,1,81,2,8.7
